index,volts0,volts1,volts2,volts3,PSD_x,PSD_y,PSD_sum_x,PSD_sum_y,normX,normY,time
0,-0.0290009,-0.0150005,1.62605,-0.578018,0.00198094,-0.00282489,-0.581887,1.11115,0.00340434,-0.0025423,1285
1,-0.0290009,-0.0150005,1.62905,-0.576018,0.00198094,-0.00282489,-0.579887,1.11415,0.00341609,-0.00253545,2822
2,-0.0290009,-0.0150005,1.62705,-0.580018,0.00198094,-0.00282489,-0.583887,1.11215,0.00339268,-0.00254001,4266
3,-0.0290009,-0.0150005,1.62605,-0.582018,0.00198094,-0.00282489,-0.585887,1.11115,0.0033811,-0.0025423,5712
4,-0.0290009,-0.0150005,1.62505,-0.582018,0.00198094,-0.00282489,-0.585887,1.11015,0.0033811,-0.00254459,7152
5,-0.0290009,-0.0150005,1.62305,-0.582018,0.00198094,-0.00282489,-0.585887,1.10815,0.0033811,-0.00254918,8691
6,-0.0290009,-0.0150005,1.62605,-0.584018,0.00198094,-0.00282489,-0.587887,1.11115,0.0033696,-0.0025423,10164
7,-0.0290009,-0.0150005,1.62605,-0.583018,0.00198094,-0.00282489,-0.586887,1.11115,0.00337534,-0.0025423,11631
8,-0.0290009,-0.0150005,1.62605,-0.583018,0.00198094,-0.00282489,-0.586887,1.11115,0.00337534,-0.0025423,13081
9,-0.0290009,-0.0150005,1.62405,-0.582018,0.00198094,-0.00282489,-0.585887,1.10915,0.0033811,-0.00254688,14521
10,-0.0290009,-0.0150005,1.62305,-0.582018,0.00198094,-0.00282489,-0.585887,1.10815,0.0033811,-0.00254918,15967
11,-0.0290009,-0.0150005,1.62405,-0.582018,0.00198094,-0.00282489,-0.585887,1.10915,0.0033811,-0.00254688,17454
12,-0.0290009,-0.0150005,1.62305,-0.587018,0.00198094,-0.00282489,-0.590887,1.10815,0.00335249,-0.00254918,18944
13,-0.0290009,-0.0150005,1.62205,-0.584018,0.00198094,-0.00282489,-0.587887,1.10715,0.0033696,-0.00255148,20381
14,-0.0290009,-0.0150005,1.62205,-0.586018,0.00198094,-0.00282489,-0.589887,1.10715,0.00335817,-0.00255148,21817
15,-0.0290009,-0.0150005,1.62205,-0.587018,0.00198094,-0.00282489,-0.590887,1.10715,0.00335249,-0.00255148,23265
16,-0.0290009,-0.0150005,1.62205,-0.589018,0.00198094,-0.00282489,-0.592887,1.10715,0.00334118,-0.00255148,24700
17,-0.0290009,-0.0150005,1.62105,-0.589018,0.00198094,-0.00282489,-0.592887,1.10615,0.00334118,-0.00255379,26134
18,-0.0290009,-0.0150005,1.62105,-0.590018,0.00198094,-0.00282489,-0.593887,1.10615,0.00333555,-0.00255379,27568
19,-0.0290009,-0.0150005,1.62105,-0.591018,0.00198094,-0.00282489,-0.594887,1.10615,0.00332995,-0.00255379,29002
20,-0.0290009,-0.0150005,1.62105,-0.589018,0.00198094,-0.00282489,-0.592887,1.10615,0.00334118,-0.00255379,30436
21,-0.0290009,-0.0150005,1.62005,-0.588018,0.00198094,-0.00282489,-0.591887,1.10515,0.00334683,-0.0025561,31870
22,-0.0290009,-0.0150005,1.62105,-0.589018,0.00198094,-0.00282489,-0.592887,1.10615,0.00334118,-0.00255379,33309
23,-0.0290009,-0.0150005,1.62105,-0.591018,0.00198094,-0.00282489,-0.594887,1.10615,0.00332995,-0.00255379,34741
24,-0.0290009,-0.0150005,1.62005,-0.587018,0.00198094,-0.00282489,-0.590887,1.10515,0.00335249,-0.0025561,36174
25,-0.0290009,-0.0150005,1.62105,-0.590018,0.00198094,-0.00282489,-0.593887,1.10615,0.00333555,-0.00255379,37609
26,-0.0290009,-0.0150005,1.61805,-0.593018,0.00198094,-0.00282489,-0.596887,1.10315,0.00331879,-0.00256074,39041
27,-0.0290009,-0.0150005,1.61705,-0.591018,0.00198094,-0.00282489,-0.594887,1.10215,0.00332995,-0.00256306,40474
28,-0.0290009,-0.0140004,1.61805,-0.595018,0.00298097,-0.00282489,-0.598887,1.10315,0.00497752,-0.00256074,41908
29,-0.0290009,-0.0150005,1.61805,-0.594018,0.00198094,-0.00282489,-0.597887,1.10315,0.00331324,-0.00256074,43345
30,-0.0290009,-0.0150005,1.61805,-0.593018,0.00198094,-0.00282489,-0.596887,1.10315,0.00331879,-0.00256074,44778
31,-0.0290009,-0.0150005,1.61605,-0.591018,0.00198094,-0.00282489,-0.594887,1.10115,0.00332995,-0.00256539,46211
32,-0.0280009,-0.0150005,1.61905,-0.590018,0.00198094,-0.00182486,-0.593887,1.10415,0.00333555,-0.00165272,47643
33,-0.0290009,-0.0140004,1.61905,-0.593018,0.00298097,-0.00282489,-0.596887,1.10415,0.0049942,-0.00255842,49076
34,-0.0290009,-0.0150005,1.61905,-0.596018,0.00198094,-0.00282489,-0.599887,1.10415,0.00330219,-0.00255842,50508
35,-0.0290009,-0.0150005,1.61805,-0.596018,0.00198094,-0.00282489,-0.599887,1.10315,0.00330219,-0.00256074,51942
36,-0.0290009,-0.0150005,1.62005,-0.597018,0.00198094,-0.00282489,-0.600887,1.10515,0.0032967,-0.0025561,53412
37,-0.0290009,-0.0150005,1.61905,-0.596018,0.00198094,-0.00282489,-0.599887,1.10415,0.00330219,-0.00255842,54846
38,-0.0290009,-0.0140004,1.62005,-0.596018,0.00298097,-0.00282489,-0.599887,1.10515,0.00496922,-0.0025561,56279
39,-0.0290009,-0.0140004,1.61905,-0.594018,0.00298097,-0.00282489,-0.597887,1.10415,0.00498584,-0.00255842,57712
40,-0.0290009,-0.0150005,1.61805,-0.595018,0.00198094,-0.00282489,-0.598887,1.10315,0.0033077,-0.00256074,59144
41,-0.0290009,-0.0150005,1.61805,-0.596018,0.00198094,-0.00282489,-0.599887,1.10315,0.00330219,-0.00256074,60577
42,-0.0290009,-0.0150005,1.61705,-0.597018,0.00198094,-0.00282489,-0.600887,1.10215,0.0032967,-0.00256306,62010
43,-0.0290009,-0.0150005,1.61705,-0.598018,0.00198094,-0.00282489,-0.601887,1.10215,0.00329122,-0.00256306,63449
44,-0.0290009,-0.0150005,1.61705,-0.598018,0.00198094,-0.00282489,-0.601887,1.10215,0.00329122,-0.00256306,64881
45,-0.0290009,-0.0150005,1.61805,-0.594018,0.00198094,-0.00282489,-0.597887,1.10315,0.00331324,-0.00256074,66314
46,-0.0290009,-0.0150005,1.61705,-0.595018,0.00198094,-0.00282489,-0.598887,1.10215,0.0033077,-0.00256306,67748
47,-0.0290009,-0.0150005,1.61705,-0.596018,0.00198094,-0.00282489,-0.599887,1.10215,0.00330219,-0.00256306,69185
48,-0.0290009,-0.0150005,1.61705,-0.600018,0.00198094,-0.00282489,-0.603887,1.10215,0.00328032,-0.00256306,70622
49,-0.0290009,-0.0150005,1.61605,-0.600018,0.00198094,-0.00282489,-0.603887,1.10115,0.00328032,-0.00256539,72087
50,-0.0290009,-0.0140004,1.61705,-0.597018,0.00298097,-0.00282489,-0.600887,1.10215,0.00496095,-0.00256306,73536
51,-0.0290009,-0.0150005,1.61805,-0.598018,0.00198094,-0.00282489,-0.601887,1.10315,0.00329122,-0.00256074,74977
52,-0.0290009,-0.0150005,1.61905,-0.598018,0.00198094,-0.00282489,-0.601887,1.10415,0.00329122,-0.00255842,76429
53,-0.0290009,-0.0150005,1.61705,-0.598018,0.00198094,-0.00282489,-0.601887,1.10215,0.00329122,-0.00256306,77874
54,-0.0290009,-0.0150005,1.61705,-0.601018,0.00198094,-0.00282489,-0.604887,1.10215,0.00327489,-0.00256306,79315
55,-0.0290009,-0.0150005,1.61605,-0.599018,0.00198094,-0.00282489,-0.602887,1.10115,0.00328576,-0.00256539,80756
56,-0.0290009,-0.0150005,1.61505,-0.596018,0.00198094,-0.00282489,-0.599887,1.10015,0.00330219,-0.00256772,82197
57,-0.0290009,-0.0150005,1.61505,-0.595018,0.00198094,-0.00282489,-0.598887,1.10015,0.0033077,-0.00256772,83643
58,-0.0290009,-0.0140004,1.61605,-0.597018,0.00298097,-0.00282489,-0.600887,1.10115,0.00496095,-0.00256539,85083
59,-0.0290009,-0.0140004,1.61505,-0.597018,0.00298097,-0.00282489,-0.600887,1.10015,0.00496095,-0.00256772,86529
60,-0.0290009,-0.0150005,1.61505,-0.600018,0.00198094,-0.00282489,-0.603887,1.10015,0.00328032,-0.00256772,87970
61,-0.0290009,-0.0150005,1.61305,-0.599018,0.00198094,-0.00282489,-0.602887,1.09815,0.00328576,-0.00257239,89410
62,-0.0290009,-0.0140004,1.61105,-0.601018,0.00298097,-0.00282489,-0.604887,1.09615,0.00492815,-0.00257709,90851
63,-0.0290009,-0.0150005,1.61405,-0.600018,0.00198094,-0.00282489,-0.603887,1.09915,0.00328032,-0.00257005,92296
64,-0.0290009,-0.0150005,1.61505,-0.599018,0.00198094,-0.00282489,-0.602887,1.10015,0.00328576,-0.00256772,93736
65,-0.0290009,-0.0140004,1.61405,-0.600018,0.00298097,-0.00282489,-0.603887,1.09915,0.00493631,-0.00257005,95176
66,-0.0290009,-0.0150005,1.61505,-0.602018,0.00198094,-0.00282489,-0.605887,1.10015,0.00326949,-0.00256772,96616
67,-0.0290009,-0.0150005,1.61705,-0.597018,0.00198094,-0.00282489,-0.600887,1.10215,0.0032967,-0.00256306,98058
68,-0.0290009,-0.0140004,1.61705,-0.593018,0.00298097,-0.00282489,-0.596887,1.10215,0.0049942,-0.00256306,99499
69,-0.0290009,-0.0150005,1.61305,-0.598018,0.00198094,-0.00282489,-0.601887,1.09815,0.00329122,-0.00257239,100939
70,-0.0290009,-0.0140004,1.61505,-0.597018,0.00298097,-0.00282489,-0.600887,1.10015,0.00496095,-0.00256772,102384
71,-0.0290009,-0.0140004,1.61205,-0.603018,0.00298097,-0.00282489,-0.606887,1.09715,0.0049119,-0.00257474,103824
72,-0.0290009,-0.0150005,1.61005,-0.601018,0.00198094,-0.00282489,-0.604887,1.09515,0.00327489,-0.00257944,105263
73,-0.0290009,-0.0150005,1.61205,-0.600018,0.00198094,-0.00282489,-0.603887,1.09715,0.00328032,-0.00257474,106731
74,-0.0290009,-0.0150005,1.61005,-0.601018,0.00198094,-0.00282489,-0.604887,1.09515,0.00327489,-0.00257944,108282
75,-0.0290009,-0.0140004,1.61405,-0.602018,0.00298097,-0.00282489,-0.605887,1.09915,0.00492001,-0.00257005,109736
76,-0.0290009,-0.0150005,1.61405,-0.602018,0.00198094,-0.00282489,-0.605887,1.09915,0.00326949,-0.00257005,111179
77,-0.0290009,-0.0150005,1.61305,-0.601018,0.00198094,-0.00282489,-0.604887,1.09815,0.00327489,-0.00257239,112624
78,-0.0290009,-0.0150005,1.61505,-0.600018,0.00198094,-0.00282489,-0.603887,1.10015,0.00328032,-0.00256772,114065
79,-0.0290009,-0.0150005,1.61405,-0.601018,0.00198094,-0.00282489,-0.604887,1.09915,0.00327489,-0.00257005,115505
80,-0.0290009,-0.0150005,1.61305,-0.604018,0.00198094,-0.00282489,-0.607887,1.09815,0.00325873,-0.00257239,116946
81,-0.0290009,-0.0150005,1.61405,-0.604018,0.00198094,-0.00282489,-0.607887,1.09915,0.00325873,-0.00257005,118389
82,-0.0290009,-0.0140004,1.61505,-0.602018,0.00298097,-0.00282489,-0.605887,1.10015,0.00492001,-0.00256772,119830
83,-0.0290009,-0.0150005,1.61405,-0.602018,0.00198094,-0.00282489,-0.605887,1.09915,0.00326949,-0.00257005,121270
84,-0.0290009,-0.0150005,1.61505,-0.601018,0.00198094,-0.00282489,-0.604887,1.10015,0.00327489,-0.00256772,122715
85,-0.0290009,-0.0140004,1.61605,-0.604018,0.00298097,-0.00282489,-0.607887,1.10115,0.00490382,-0.00256539,124154
86,-0.0290009,-0.0150005,1.61505,-0.602018,0.00198094,-0.00282489,-0.605887,1.10015,0.00326949,-0.00256772,125594
87,-0.0290009,-0.0150005,1.61305,-0.602018,0.00198094,-0.00282489,-0.605887,1.09815,0.00326949,-0.00257239,127034
88,-0.0290009,-0.0150005,1.61305,-0.602018,0.00198094,-0.00282489,-0.605887,1.09815,0.00326949,-0.00257239,128475
89,-0.0290009,-0.0150005,1.61305,-0.597018,0.00198094,-0.00282489,-0.600887,1.09815,0.0032967,-0.00257239,129915
90,-0.0290009,-0.0150005,1.61405,-0.603018,0.00198094,-0.00282489,-0.606887,1.09915,0.0032641,-0.00257005,131355
91,-0.0290009,-0.0150005,1.61605,-0.602018,0.00198094,-0.00282489,-0.605887,1.10115,0.00326949,-0.00256539,132800
92,-0.0290009,-0.0150005,1.61505,-0.600018,0.00198094,-0.00282489,-0.603887,1.10015,0.00328032,-0.00256772,134241
93,-0.0290009,-0.0150005,1.61305,-0.601018,0.00198094,-0.00282489,-0.604887,1.09815,0.00327489,-0.00257239,135680
94,-0.0290009,-0.0150005,1.61305,-0.602018,0.00198094,-0.00282489,-0.605887,1.09815,0.00326949,-0.00257239,137120
95,-0.0290009,-0.0150005,1.61105,-0.597018,0.00198094,-0.00282489,-0.600887,1.09615,0.0032967,-0.00257709,138560
96,-0.0290009,-0.0150005,1.61105,-0.600018,0.00198094,-0.00282489,-0.603887,1.09615,0.00328032,-0.00257709,140001
97,-0.0290009,-0.0150005,1.61205,-0.599018,0.00198094,-0.00282489,-0.602887,1.09715,0.00328576,-0.00257474,141444
98,-0.0290009,-0.0150005,1.61205,-0.603018,0.00198094,-0.00282489,-0.606887,1.09715,0.0032641,-0.00257474,142888
99,-0.0290009,-0.0150005,1.61305,-0.602018,0.00198094,-0.00282489,-0.605887,1.09815,0.00326949,-0.00257239,144328
100,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,145768
101,-0.0290009,-0.0150005,1.61505,-0.600018,0.00198094,-0.00282489,-0.603887,1.10015,0.00328032,-0.00256772,147209
102,-0.0290009,-0.0150005,1.61205,-0.601018,0.00198094,-0.00282489,-0.604887,1.09715,0.00327489,-0.00257474,148648
103,-0.0290009,-0.0150005,1.61305,-0.601018,0.00198094,-0.00282489,-0.604887,1.09815,0.00327489,-0.00257239,150099
104,-0.0290009,-0.0150005,1.61005,-0.601018,0.00198094,-0.00282489,-0.604887,1.09515,0.00327489,-0.00257944,151600
105,-0.0290009,-0.0150005,1.61205,-0.598018,0.00198094,-0.00282489,-0.601887,1.09715,0.00329122,-0.00257474,153143
106,-0.0290009,-0.0150005,1.61305,-0.601018,0.00198094,-0.00282489,-0.604887,1.09815,0.00327489,-0.00257239,154607
107,-0.0290009,-0.0150005,1.61105,-0.600018,0.00198094,-0.00282489,-0.603887,1.09615,0.00328032,-0.00257709,156051
108,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,157501
109,-0.0290009,-0.0150005,1.61005,-0.600018,0.00198094,-0.00282489,-0.603887,1.09515,0.00328032,-0.00257944,158971
110,-0.0290009,-0.0150005,1.61205,-0.599018,0.00198094,-0.00282489,-0.602887,1.09715,0.00328576,-0.00257474,160416
111,-0.0290009,-0.0150005,1.61305,-0.599018,0.00198094,-0.00282489,-0.602887,1.09815,0.00328576,-0.00257239,161885
112,-0.0290009,-0.0150005,1.61105,-0.599018,0.00198094,-0.00282489,-0.602887,1.09615,0.00328576,-0.00257709,163385
113,-0.0290009,-0.0150005,1.61205,-0.600018,0.00198094,-0.00282489,-0.603887,1.09715,0.00328032,-0.00257474,164856
114,-0.0290009,-0.0150005,1.61205,-0.601018,0.00198094,-0.00282489,-0.604887,1.09715,0.00327489,-0.00257474,166297
115,-0.0290009,-0.0150005,1.60905,-0.601018,0.00198094,-0.00282489,-0.604887,1.09415,0.00327489,-0.0025818,167749
116,-0.0290009,-0.0150005,1.61005,-0.600018,0.00198094,-0.00282489,-0.603887,1.09515,0.00328032,-0.00257944,169192
117,-0.0290009,-0.0150005,1.60705,-0.602018,0.00198094,-0.00282489,-0.605887,1.09215,0.00326949,-0.00258653,170635
118,-0.0290009,-0.0150005,1.61205,-0.603018,0.00198094,-0.00282489,-0.606887,1.09715,0.0032641,-0.00257474,172074
119,-0.0290009,-0.0150005,1.61105,-0.602018,0.00198094,-0.00282489,-0.605887,1.09615,0.00326949,-0.00257709,173514
120,-0.0290009,-0.0150005,1.61105,-0.602018,0.00198094,-0.00282489,-0.605887,1.09615,0.00326949,-0.00257709,174948
121,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,176382
122,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,177837
123,-0.0290009,-0.0150005,1.61105,-0.601018,0.00198094,-0.00282489,-0.604887,1.09615,0.00327489,-0.00257709,179302
124,-0.0290009,-0.0150005,1.61105,-0.601018,0.00198094,-0.00282489,-0.604887,1.09615,0.00327489,-0.00257709,180744
125,-0.0290009,-0.0150005,1.61205,-0.604018,0.00198094,-0.00282489,-0.607887,1.09715,0.00325873,-0.00257474,182188
126,-0.0290009,-0.0150005,1.61005,-0.601018,0.00198094,-0.00282489,-0.604887,1.09515,0.00327489,-0.00257944,183639
127,-0.0290009,-0.0150005,1.60905,-0.603018,0.00198094,-0.00282489,-0.606887,1.09415,0.0032641,-0.0025818,185082
128,-0.0290009,-0.0150005,1.61005,-0.602018,0.00198094,-0.00282489,-0.605887,1.09515,0.00326949,-0.00257944,186525
129,-0.0290009,-0.0150005,1.61105,-0.604018,0.00198094,-0.00282489,-0.607887,1.09615,0.00325873,-0.00257709,187968
130,-0.0290009,-0.0140004,1.61305,-0.599018,0.00298097,-0.00282489,-0.602887,1.09815,0.00494449,-0.00257239,189412
131,-0.0290009,-0.0150005,1.61205,-0.600018,0.00198094,-0.00282489,-0.603887,1.09715,0.00328032,-0.00257474,190857
132,-0.0290009,-0.0150005,1.60905,-0.601018,0.00198094,-0.00282489,-0.604887,1.09415,0.00327489,-0.0025818,192294
133,-0.0290009,-0.0150005,1.61205,-0.604018,0.00198094,-0.00282489,-0.607887,1.09715,0.00325873,-0.00257474,193729
134,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,195162
135,-0.0290009,-0.0150005,1.61205,-0.601018,0.00198094,-0.00282489,-0.604887,1.09715,0.00327489,-0.00257474,196595
136,-0.0290009,-0.0150005,1.61205,-0.599018,0.00198094,-0.00282489,-0.602887,1.09715,0.00328576,-0.00257474,198029
137,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,199463
138,-0.0290009,-0.0150005,1.61205,-0.603018,0.00198094,-0.00282489,-0.606887,1.09715,0.0032641,-0.00257474,200898
139,-0.0290009,-0.0150005,1.61305,-0.603018,0.00198094,-0.00282489,-0.606887,1.09815,0.0032641,-0.00257239,202340
140,-0.0290009,-0.0150005,1.61405,-0.602018,0.00198094,-0.00282489,-0.605887,1.09915,0.00326949,-0.00257005,203774
141,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,205207
142,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,206642
143,-0.0290009,-0.0150005,1.61205,-0.601018,0.00198094,-0.00282489,-0.604887,1.09715,0.00327489,-0.00257474,208075
144,-0.0290009,-0.0150005,1.60805,-0.602018,0.00198094,-0.00282489,-0.605887,1.09315,0.00326949,-0.00258416,209539
145,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,210975
146,-0.0290009,-0.0150005,1.61105,-0.602018,0.00198094,-0.00282489,-0.605887,1.09615,0.00326949,-0.00257709,212419
147,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,213859
148,-0.0290009,-0.0150005,1.61105,-0.604018,0.00198094,-0.00282489,-0.607887,1.09615,0.00325873,-0.00257709,215299
149,-0.0290009,-0.0150005,1.61005,-0.603018,0.00198094,-0.00282489,-0.606887,1.09515,0.0032641,-0.00257944,216738
150,-0.0290009,-0.0150005,1.61005,-0.603018,0.00198094,-0.00282489,-0.606887,1.09515,0.0032641,-0.00257944,218178
151,-0.0290009,-0.0150005,1.61105,-0.604018,0.00198094,-0.00282489,-0.607887,1.09615,0.00325873,-0.00257709,219619
152,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,221059
153,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,222506
154,-0.0290009,-0.0150005,1.61205,-0.606019,0.00198094,-0.00282489,-0.609888,1.09715,0.00324805,-0.00257474,223946
155,-0.0290009,-0.0150005,1.60805,-0.602018,0.00198094,-0.00282489,-0.605887,1.09315,0.00326949,-0.00258416,225388
156,-0.0290009,-0.0150005,1.60805,-0.601018,0.00198094,-0.00282489,-0.604887,1.09315,0.00327489,-0.00258416,226829
157,-0.0290009,-0.0150005,1.61005,-0.602018,0.00198094,-0.00282489,-0.605887,1.09515,0.00326949,-0.00257944,228270
158,-0.0290009,-0.0150005,1.61105,-0.602018,0.00198094,-0.00282489,-0.605887,1.09615,0.00326949,-0.00257709,229711
159,-0.0290009,-0.0150005,1.61105,-0.601018,0.00198094,-0.00282489,-0.604887,1.09615,0.00327489,-0.00257709,231150
160,-0.0290009,-0.0150005,1.61205,-0.605018,0.00198094,-0.00282489,-0.608888,1.09715,0.00325338,-0.00257474,232596
161,-0.0290009,-0.0150005,1.61305,-0.601018,0.00198094,-0.00282489,-0.604887,1.09815,0.00327489,-0.00257239,234035
162,-0.0290009,-0.0150005,1.61405,-0.601018,0.00198094,-0.00282489,-0.604887,1.09915,0.00327489,-0.00257005,235475
163,-0.0290009,-0.0150005,1.61205,-0.604018,0.00198094,-0.00282489,-0.607887,1.09715,0.00325873,-0.00257474,236914
164,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,238353
165,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,239791
166,-0.0290009,-0.0150005,1.61105,-0.599018,0.00198094,-0.00282489,-0.602887,1.09615,0.00328576,-0.00257709,241231
167,-0.0290009,-0.0150005,1.61205,-0.604018,0.00198094,-0.00282489,-0.607887,1.09715,0.00325873,-0.00257474,242674
168,-0.0290009,-0.0150005,1.61105,-0.604018,0.00198094,-0.00282489,-0.607887,1.09615,0.00325873,-0.00257709,244114
169,-0.0290009,-0.0150005,1.61205,-0.601018,0.00198094,-0.00282489,-0.604887,1.09715,0.00327489,-0.00257474,245554
170,-0.0290009,-0.0150005,1.61105,-0.601018,0.00198094,-0.00282489,-0.604887,1.09615,0.00327489,-0.00257709,246993
171,-0.0290009,-0.0150005,1.60905,-0.604018,0.00198094,-0.00282489,-0.607887,1.09415,0.00325873,-0.0025818,248433
172,-0.0290009,-0.0150005,1.61105,-0.606019,0.00198094,-0.00282489,-0.609888,1.09615,0.00324805,-0.00257709,249873
173,-0.0290009,-0.0150005,1.61305,-0.605018,0.00198094,-0.00282489,-0.608888,1.09815,0.00325338,-0.00257239,251312
174,-0.0290009,-0.0150005,1.61305,-0.602018,0.00198094,-0.00282489,-0.605887,1.09815,0.00326949,-0.00257239,252757
175,-0.0290009,-0.0150005,1.61105,-0.604018,0.00198094,-0.00282489,-0.607887,1.09615,0.00325873,-0.00257709,254196
176,-0.0290009,-0.0150005,1.61105,-0.603018,0.00198094,-0.00282489,-0.606887,1.09615,0.0032641,-0.00257709,255636
177,-0.0290009,-0.0150005,1.61205,-0.602018,0.00198094,-0.00282489,-0.605887,1.09715,0.00326949,-0.00257474,257075
178,-0.0290009,-0.0150005,1.61005,-0.606019,0.00198094,-0.00282489,-0.609888,1.09515,0.00324805,-0.00257944,258515
179,-0.0290009,-0.0150005,1.61005,-0.606019,0.00198094,-0.00282489,-0.609888,1.09515,0.00324805,-0.00257944,259955
180,-0.0290009,-0.0150005,1.61005,-0.605018,0.00198094,-0.00282489,-0.608888,1.09515,0.00325338,-0.00257944,261419
181,-0.0290009,-0.0150005,1.60905,-0.606019,0.00198094,-0.00282489,-0.609888,1.09415,0.00324805,-0.0025818,262868
182,-0.0290009,-0.0150005,1.60905,-0.601018,0.00198094,-0.00282489,-0.604887,1.09415,0.00327489,-0.0025818,264309
183,-0.0290009,-0.0150005,1.61105,-0.599018,0.00198094,-0.00282489,-0.602887,1.09615,0.00328576,-0.00257709,265749
184,-0.0290009,-0.0150005,1.61205,-0.601018,0.00198094,-0.00282489,-0.604887,1.09715,0.00327489,-0.00257474,267189
185,-0.0290009,-0.0150005,1.61305,-0.602018,0.00198094,-0.00282489,-0.605887,1.09815,0.00326949,-0.00257239,268629
186,-0.0290009,-0.0150005,1.61205,-0.604018,0.00198094,-0.00282489,-0.607887,1.09715,0.00325873,-0.00257474,270069
187,-0.0290009,-0.0150005,1.61205,-0.600018,0.00198094,-0.00282489,-0.603887,1.09715,0.00328032,-0.00257474,271509
188,-0.0290009,-0.0150005,1.61405,-0.605018,0.00198094,-0.00282489,-0.608888,1.09915,0.00325338,-0.00257005,272953
189,-0.0290009,-0.0150005,1.61305,-0.599018,0.00198094,-0.00282489,-0.602887,1.09815,0.00328576,-0.00257239,274392
190,-0.0290009,-0.0150005,1.61405,-0.601018,0.00198094,-0.00282489,-0.604887,1.09915,0.00327489,-0.00257005,275832
191,-0.0290009,-0.0150005,1.61105,-0.602018,0.00198094,-0.00282489,-0.605887,1.09615,0.00326949,-0.00257709,277272
192,-0.0290009,-0.0150005,1.61205,-0.600018,0.00198094,-0.00282489,-0.603887,1.09715,0.00328032,-0.00257474,278711
193,-0.0290009,-0.0150005,1.61305,-0.604018,0.00198094,-0.00282489,-0.607887,1.09815,0.00325873,-0.00257239,280152
194,-0.0290009,-0.0150005,1.61305,-0.604018,0.00198094,-0.00282489,-0.607887,1.09815,0.00325873,-0.00257239,281592
195,-0.0290009,-0.0150005,1.61205,-0.600018,0.00198094,-0.00282489,-0.603887,1.09715,0.00328032,-0.00257474,283036
196,-0.0290009,-0.0150005,1.61105,-0.601018,0.00198094,-0.00282489,-0.604887,1.09615,0.00327489,-0.00257709,284475
197,-0.0290009,-0.0150005,1.61105,-0.602018,0.00198094,-0.00282489,-0.605887,1.09615,0.00326949,-0.00257709,285915
198,-0.0290009,-0.0150005,1.61305,-0.603018,0.00198094,-0.00282489,-0.606887,1.09815,0.0032641,-0.00257239,287355
199,-0.0290009,-0.0150005,1.61205,-0.605018,0.00198094,-0.00282489,-0.608888,1.09715,0.00325338,-0.00257474,288794
200,-0.0290009,-0.0150005,1.61005,-0.603018,0.00198094,-0.00282489,-0.606887,1.09515,0.0032641,-0.00257944,290234
201,-0.0290009,-0.0140004,1.61105,-0.601018,0.00298097,-0.00282489,-0.604887,1.09615,0.00492815,-0.00257709,291673
202,-0.0290009,-0.0150005,1.61305,-0.600018,0.00198094,-0.00282489,-0.603887,1.09815,0.00328032,-0.00257239,293117
203,-0.0290009,-0.0150005,1.61405,-0.602018,0.00198094,-0.00282489,-0.605887,1.09915,0.00326949,-0.00257005,294558
204,-0.0290009,-0.0150005,1.61305,-0.604018,0.00198094,-0.00282489,-0.607887,1.09815,0.00325873,-0.00257239,295997
205,-0.0290009,-0.0150005,1.61305,-0.603018,0.00198094,-0.00282489,-0.606887,1.09815,0.0032641,-0.00257239,297436
206,-0.0290009,-0.0150005,1.61305,-0.604018,0.00198094,-0.00282489,-0.607887,1.09815,0.00325873,-0.00257239,298876
207,-0.0290009,-0.0150005,1.61405,-0.602018,0.00198094,-0.00282489,-0.605887,1.09915,0.00326949,-0.00257005,300315
